account_id,district_id,frequency,tenure_days,tx_count,tx_amount_mean,tx_amount_std,balance_mean,balance_min,balance_last,tx_count_per_year,has_loan,has_card,n_orders,order_amount_sum,n_inhabitants,n_muni_lt499,n_muni_500_1999,n_muni_2000_9999,n_muni_gt10000,n_cities,urban_ratio,avg_salary,unemp_95,unemp_96,n_entrepreneurs_per1000,crimes_95,crimes_96,churned
1660,1,POPLATEK MESICNE,831,129,10877.97519379845,13893.108311700082,45322.313953488374,600.0,55354.5,56.699458483754505,0,1,1.0,2372.6,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
5429,71,POPLATEK MESICNE,831,120,4642.1033333333335,4966.646398244884,12954.641666666666,-10248.9,-10248.9,52.74368231046931,0,0,0.0,0.0,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,1
3440,22,POPLATEK MESICNE,831,207,4841.114009661836,6597.483616813547,35194.370531400964,500.0,40377.1,90.98285198555956,0,0,4.0,9714.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0
2148,1,POPLATEK MESICNE,831,152,1412.5986842105262,1701.812550435402,15629.392763157895,300.0,14477.8,66.8086642599278,0,0,2.0,2370.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
676,39,POPLATEK MESICNE,831,144,2316.3229166666665,2202.1054139678226,24797.540277777778,500.0,24736.9,63.292418772563174,0,0,1.0,3017.0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,0
2731,1,POPLATEK MESICNE,827,144,9131.555555555555,10328.55242474657,50414.15763888889,300.0,44063.0,63.59854897218864,0,1,1.0,5044.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
80,43,POPLATEK MESICNE,826,117,1401.1717948717949,1423.7525633076834,17881.088888888888,900.0,23751.9,51.73638014527845,0,0,1.0,2252.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0
3417,48,POPLATEK MESICNE,825,162,2431.2364197530865,5648.019841944676,25546.102469135803,1100.0,14844.8,71.72181818181818,0,0,0.0,0.0,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0
169,4,POPLATEK MESICNE,825,141,5133.768085106383,5370.8434404173595,49912.89361702128,500.0,56904.2,62.42454545454546,0,0,2.0,5671.0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
4047,45,POPLATEK TYDNE,824,165,12127.853333333334,13744.25386378832,58206.273939393934,200.0,32505.6,73.13865291262135,0,0,1.0,2988.0,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,0
7487,4,POPLATEK MESICNE,822,152,11148.67697368421,14204.914294066832,40023.81447368421,-2063.2,30032.4,67.54014598540145,0,1,3.0,14400.9,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
992,22,POPLATEK MESICNE,822,206,3074.590291262136,4047.752107191242,24150.38349514563,700.0,18171.8,91.53467153284672,0,0,4.0,7087.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0
331,65,POPLATEK MESICNE,821,136,2551.5573529411763,2565.977641299557,21698.280147058824,1100.0,20748.2,60.50426309378806,0,0,1.0,3528.0,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157.0,2718,0
2835,73,POPLATEK MESICNE,820,135,2232.645925925926,5701.454690268836,30048.341481481482,200.0,23221.1,60.13262195121951,0,0,0.0,0.0,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,0
3677,1,POPLATEK MESICNE,819,125,1392.44,1416.62831797558,14127.7272,400.0,14645.9,55.74633699633699,0,0,1.0,2283.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
2565,74,POPLATEK MESICNE,819,129,2351.8705426356587,4659.540387363246,20945.08527131783,400.0,17934.3,57.530219780219774,0,0,0.0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
4190,62,POPLATEK MESICNE,819,212,3590.6466981132075,4146.703473369587,35447.385849056605,700.0,35641.8,94.54578754578753,1,0,4.0,12006.0,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,1
3317,4,POPLATEK MESICNE,819,123,1345.7756097560975,1420.2288477762932,17715.341463414636,600.0,14697.1,54.8543956043956,0,0,1.0,2166.0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
1690,16,POPLATEK MESICNE,816,141,2494.39219858156,2634.0841751945077,24275.970212765955,6736.0,17971.3,63.11305147058824,0,0,1.0,3311.0,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,0
1448,1,POPLATEK MESICNE,816,41,1698.0073170731707,2199.4718689256115,16512.40243902439,1100.0,19218.3,18.352022058823533,0,0,1.0,7156.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
521,9,POPLATEK MESICNE,815,225,15265.452000000001,15210.246019463208,71431.90444444444,800.0,71087.1,100.83588957055215,0,1,1.0,4234.0,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987.0,2487,0
3132,56,POPLATEK MESICNE,815,189,2203.258201058201,2707.382823420445,20746.998412698413,400.0,14646.4,84.70214723926381,0,0,3.0,4388.0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854.0,3158,0
3944,22,POPLATEK MESICNE,815,168,5945.317857142857,7251.163522017174,44649.26964285714,800.0,42738.2,75.29079754601227,0,0,2.0,4503.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0
1427,17,POPLATEK MESICNE,815,140,4916.231428571428,5407.727473206537,41187.69142857143,1000.0,49005.8,62.742331288343564,0,0,1.0,6046.0,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0
1742,68,POPLATEK MESICNE,815,144,9138.369444444445,10975.721751467336,50808.788888888885,800.0,40054.7,64.53496932515338,0,0,1.0,3827.0,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623.0,5887,1
6400,31,POPLATEK PO OBRATU,814,171,6862.294152046784,9496.027747442658,34400.97777777778,-2334.3,48658.5,76.72942260442261,1,0,4.0,17875.7,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0
3486,64,POPLATEK MESICNE,814,122,1655.1713114754098,1678.251000025777,27057.804918032787,1000.0,35695.3,54.742628992628994,0,0,1.0,2084.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
4473,45,POPLATEK MESICNE,814,189,7152.76507936508,9311.552971720508,55500.288888888885,800.0,55210.2,84.80620393120394,1,0,3.0,10619.0,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,0
2965,6,POPLATEK MESICNE,813,118,2372.85,2285.640293717487,22721.198305084745,900.0,18016.3,53.012915129151295,0,0,1.0,2648.0,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640.0,3120,0
2301,22,POPLATEK MESICNE,813,144,7920.497222222223,9167.070194645543,51204.98263888889,200.0,45575.8,64.69372693726937,0,1,1.0,6907.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0
2674,50,POPLATEK MESICNE,813,137,2721.284671532847,6316.805786549392,31423.905109489053,1000.0,26129.7,61.54889298892989,0,0,0.0,0.0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,1
11,76,POPLATEK MESICNE,813,119,1316.9596638655464,1413.6245411862212,26860.584033613446,300.0,37869.1,53.46217712177122,0,0,1.0,2132.0,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0
8533,47,POPLATEK MESICNE,813,211,12022.129857819904,14416.046968695264,70714.13554502369,600.0,44730.8,94.79428044280444,1,1,1.0,3626.0,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0
1089,74,POPLATEK MESICNE,813,171,4364.1578947368425,5369.658914754731,30422.188304093568,500.0,30563.1,76.82380073800738,0,0,2.0,3718.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
5063,43,POPLATEK MESICNE,812,128,6696.81015625,9431.191247657745,28792.2296875,-2142.4,19874.9,57.576354679802954,0,0,0.0,0.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,1
1257,66,POPLATEK MESICNE,812,143,7249.651748251748,8272.418575032498,37095.91118881119,500.0,36818.1,64.32358374384236,0,1,1.0,4387.0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247.0,2103,0
990,17,POPLATEK MESICNE,812,146,7351.565753424658,7952.2608857541245,56161.68082191781,700.0,66109.1,65.67302955665025,0,1,1.0,7538.0,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0
1581,39,POPLATEK MESICNE,811,146,3669.421917808219,3673.493760638139,46805.364383561646,900.0,67751.7,65.75400739827374,0,1,1.0,5758.0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,0
2424,1,POPLATEK MESICNE,810,198,16695.13888888889,14910.874562085435,72649.0505050505,300.0,69047.4,89.28333333333333,0,1,1.0,14138.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
917,56,POPLATEK MESICNE,810,144,3103.9437500000004,3048.1047198968026,33177.986805555556,300.0,45740.2,64.93333333333334,0,0,1.0,4669.0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854.0,3158,0
2255,52,POPLATEK MESICNE,809,109,1337.6422018348624,1364.535595351141,15653.785321100919,1100.0,21872.6,49.21168108776267,0,0,1.0,2084.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
11362,67,POPLATEK MESICNE,809,227,4016.3823788546256,5783.982268325828,28454.630396475768,1000.0,27862.8,102.48671199011125,1,0,5.0,10687.0,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244.0,3079,0
1796,18,POPLATEK MESICNE,809,170,6401.011764705882,8258.376963146144,50665.35176470588,400.0,64141.3,76.7521631644005,0,0,2.0,3037.0,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740.0,1910,0
2834,70,POPLATEK MESICNE,809,203,5108.264039408867,7255.244436018244,53606.200492610835,1000.0,71601.7,91.65111248454882,0,1,4.0,7579.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
8114,59,POPLATEK MESICNE,809,178,5849.091011235955,7452.805841242837,38071.77528089887,600.0,36262.2,80.36402966625464,1,0,3.0,8107.0,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,0
260,24,POPLATEK MESICNE,809,140,3614.3764285714287,3689.575327020299,34652.25714285715,600.0,47476.9,63.20766378244746,0,0,1.0,5247.0,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,0
1749,64,POPLATEK MESICNE,809,147,17350.698639455783,19520.750482148465,61392.19795918367,1000.0,70046.7,66.36804697156984,0,1,2.0,14238.8,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
4650,4,POPLATEK MESICNE,808,176,3027.9522727272724,2875.31398953137,18900.198295454546,200.0,20872.0,79.55940594059406,1,0,3.0,10082.0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
336,62,POPLATEK MESICNE,807,144,7106.732638888889,7991.265267470547,31826.98611111111,500.0,38579.2,65.17472118959107,0,0,1.0,4067.0,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,0
308,61,POPLATEK MESICNE,807,27,2670.3703703703704,2669.170832763039,22288.88888888889,400.0,23300.0,12.220260223048326,0,0,1.0,1284.0,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0
319,47,POPLATEK TYDNE,806,226,6295.043805309734,9951.306158203291,53599.38628318584,700.0,66186.0,102.41501240694788,1,0,4.0,9818.5,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0
762,76,POPLATEK MESICNE,805,121,2448.0272727272727,2367.3972673944418,17540.0,900.0,20273.5,54.900931677018626,0,0,1.0,3895.0,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0
1142,74,POPLATEK MESICNE,804,137,1467.4233576642337,1459.9814657497402,18112.30291970803,600.0,23935.1,62.23787313432835,0,0,1.0,2077.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
3200,17,POPLATEK PO OBRATU,803,86,7061.210465116279,10607.734348683613,40869.509302325576,1100.0,87454.4,39.11768368617684,0,0,0.0,0.0,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0
3646,63,POPLATEK TYDNE,803,224,12775.170089285715,15515.754334604288,68960.73482142857,1100.0,85470.2,101.88792029887921,0,0,2.0,6037.0,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0
1206,70,POPLATEK MESICNE,802,117,2325.6700854700857,2158.132924953841,18486.258974358974,900.0,13099.4,53.28460099750624,0,0,1.0,3279.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
501,13,POPLATEK MESICNE,802,133,6565.830827067669,9198.956568844202,44653.62781954887,900.0,65872.8,60.57138403990025,1,0,1.0,4382.7,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,0
2235,45,POPLATEK MESICNE,801,127,4191.052755905512,4297.15068818358,22773.910236220472,800.0,19915.8,57.91104868913858,0,0,1.0,3730.0,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,0
2487,42,POPLATEK MESICNE,801,204,1528.4127450980393,1995.0422589285301,24042.8,900.0,31528.2,93.02247191011236,0,0,5.0,4717.0,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658.0,1668,0
10762,1,POPLATEK MESICNE,800,165,6483.7115151515145,7804.3730619473545,38852.634545454544,700.0,25754.6,75.3328125,1,0,2.0,7347.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3131,21,POPLATEK MESICNE,800,142,8259.228873239437,8775.244356627463,35841.34436619718,300.0,48022.5,64.831875,0,1,1.0,9131.0,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0
10520,55,POPLATEK PO OBRATU,799,139,14019.378417266187,16406.186108836868,64456.78992805756,200.0,61999.9,63.54161451814769,1,1,1.0,6959.8,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,1
2515,64,POPLATEK MESICNE,799,67,10235.446268656717,14345.49348788701,55662.655223880596,800.0,58770.8,30.62797246558198,0,1,0.0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1
2727,1,POPLATEK MESICNE,798,122,6446.38606557377,6809.797261618708,36881.251639344264,300.0,42311.0,55.840225563909776,0,0,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
1756,38,POPLATEK MESICNE,797,138,7394.18768115942,8038.964091737275,50147.06739130434,900.0,49475.9,63.242785445420324,0,1,1.0,6307.0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,0
2500,61,POPLATEK MESICNE,797,53,3015.9113207547166,5076.284328342636,24105.57358490566,700.0,29243.2,24.288895859473023,0,0,0.0,0.0,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0
1426,40,POPLATEK MESICNE,796,107,1759.1383177570092,1670.723850110849,17697.722429906542,200.0,24461.5,49.09767587939698,0,0,1.0,2681.0,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,0
602,43,POPLATEK MESICNE,796,124,2312.9806451612903,2326.0712039055484,15959.766129032258,700.0,12537.5,56.89824120603015,0,0,1.0,3191.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0
3637,53,POPLATEK MESICNE,795,185,4767.959459459459,6310.796659988973,53788.89351351352,400.0,57668.6,84.99528301886792,1,0,3.0,6265.0,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,0
2481,1,POPLATEK MESICNE,795,27,2440.740740740741,2986.026335508994,19122.222222222223,1100.0,12700.0,12.404716981132076,0,0,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3080,57,POPLATEK MESICNE,794,117,2365.617948717949,2275.518311120355,16406.789743589743,400.0,17656.8,53.821473551637276,0,0,1.0,3359.0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0
2621,55,POPLATEK MESICNE,794,126,2116.724603174603,2057.329645912351,17469.654761904763,200.0,14586.7,57.96158690176322,0,0,1.0,2819.0,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,0
1238,1,POPLATEK MESICNE,794,122,2402.9524590163937,2574.310306101683,25112.627049180326,600.0,31280.3,56.12153652392947,0,0,1.0,2256.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
10710,19,POPLATEK MESICNE,793,126,8060.784126984127,12223.56154984242,37832.27142857143,-414.3,11801.8,58.034678436317776,0,0,0.0,0.0,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,0
2871,52,POPLATEK MESICNE,793,123,2662.988617886179,2659.35435666171,26149.17235772358,600.0,26081.9,56.652900378310214,0,0,1.0,3829.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
1403,17,POPLATEK MESICNE,790,138,6355.25,6603.660414350947,33796.957246376805,1000.0,24301.8,63.80316455696203,0,0,1.0,9120.0,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,1
1629,10,POPLATEK MESICNE,790,121,2144.1752066115705,2214.7787099497846,18638.03884297521,1000.0,19754.7,55.94335443037975,0,0,1.0,3137.0,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810.0,4316,0
9353,59,POPLATEK MESICNE,789,127,10784.881102362204,14048.19890252406,56013.6874015748,900.0,51975.1,58.79182509505704,1,0,2.0,18099.0,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,0
820,74,POPLATEK MESICNE,788,158,4235.619620253165,5519.832494059836,42080.927848101266,200.0,52846.0,73.23540609137056,0,0,2.0,5577.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
3384,14,POPLATEK MESICNE,787,124,2345.8185483870966,2497.3741110997717,36447.26129032258,1100.0,41218.9,57.548919949174085,0,0,1.0,2935.0,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,0
257,11,POPLATEK MESICNE,787,118,11214.78220338983,14032.011321849699,44231.41186440678,900.0,59246.1,54.76429479034308,0,0,2.0,17982.7,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475.0,3529,1
479,1,POPLATEK MESICNE,787,108,1352.0157407407407,1384.5690070092119,13630.060185185184,1100.0,13411.1,50.12325285895807,0,0,1.0,2064.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3764,69,POPLATEK MESICNE,787,141,1808.8361702127659,1950.1102042586722,34602.799999999996,900.0,38699.7,65.4386912325286,0,0,1.0,2506.0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,0
155,58,POPLATEK MESICNE,785,134,2192.097014925373,2427.3236737472566,25292.91343283582,300.0,38017.1,62.3484076433121,0,0,1.0,2988.0,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212.0,2471,0
3945,50,POPLATEK MESICNE,785,38,1643.1894736842105,2233.8309303283468,28743.05789473684,1000.0,35841.5,17.680891719745222,0,0,0.0,0.0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0
2157,77,POPLATEK MESICNE,784,137,5654.537226277372,5936.97102342114,24428.795620437955,600.0,26295.8,63.82557397959184,0,0,1.0,9094.0,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460.0,3590,0
2051,64,POPLATEK TYDNE,784,130,9742.495384615384,12819.848484119944,42043.63923076923,-2804.8,12941.6,60.56441326530612,1,1,1.0,4898.2,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
3061,76,POPLATEK MESICNE,784,109,1240.473394495413,1225.9650057420529,17362.277064220183,300.0,23071.4,50.78093112244898,0,0,1.0,1978.0,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0
3111,60,POPLATEK MESICNE,784,142,7361.617605633803,8594.021431726746,48042.461267605635,200.0,45705.2,66.15497448979592,0,0,1.0,3641.0,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,0
1691,48,POPLATEK MESICNE,784,135,984.9851851851852,1037.534616183423,16231.165185185184,400.0,21882.4,62.8938137755102,0,0,2.0,1934.0,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0
1044,14,POPLATEK MESICNE,783,159,5164.623270440252,6631.699003245318,42682.80251572327,500.0,27705.8,74.16954022988506,0,1,2.0,3068.0,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,1
1945,56,POPLATEK MESICNE,783,111,8050.072072072072,9013.541991431772,46731.43243243243,700.0,40839.4,51.77873563218391,0,0,0.0,0.0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854.0,3158,0
9790,52,POPLATEK MESICNE,783,242,9121.427685950413,12594.04334566083,48872.42024793388,200.0,42985.4,112.88697318007662,1,1,4.0,15482.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
9928,60,POPLATEK MESICNE,783,165,4053.7466666666664,4738.325692503185,48800.74787878788,500.0,67575.9,76.9683908045977,1,0,2.0,6505.0,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,0
2580,60,POPLATEK MESICNE,783,165,4057.6715151515155,4736.662394154333,48170.9,500.0,66823.4,76.9683908045977,1,0,2.0,6505.0,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,0
1599,57,POPLATEK MESICNE,782,157,8420.189808917197,10588.836562754004,50293.53248407643,1100.0,61642.4,73.33024296675191,0,1,2.0,5341.0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0
11079,16,POPLATEK MESICNE,782,168,16646.742857142857,20172.11984606825,71243.26071428572,300.0,47898.7,78.46803069053708,1,1,1.0,8191.5,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,0
968,74,POPLATEK MESICNE,781,133,4448.844360902256,4684.95233670353,31829.89022556391,200.0,38678.8,62.20006402048655,0,0,1.0,7262.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
810,46,POPLATEK MESICNE,781,127,1860.503149606299,2000.096031779276,19317.092125984254,200.0,17424.2,59.394046094750315,0,0,1.0,2076.0,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854.0,2618,0
1760,53,POPLATEK MESICNE,781,132,1518.728787878788,1874.448030083935,34249.53106060606,600.0,50355.4,61.732394366197184,0,1,2.0,1709.0,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,0
2550,67,POPLATEK MESICNE,781,203,4020.5655172413794,5867.846319283237,47970.38226600985,700.0,69818.1,94.93693982074264,0,1,4.0,7347.0,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244.0,3079,0
3572,65,POPLATEK MESICNE,780,126,2402.401587301587,2607.9861760671706,23211.17142857143,900.0,29646.8,59.00192307692307,0,0,1.0,2964.0,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157.0,2718,0
1030,57,POPLATEK MESICNE,780,145,2009.0524137931034,2403.791604542093,24680.997931034482,1100.0,33811.0,67.89903846153845,0,0,2.0,1714.0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0
487,40,POPLATEK MESICNE,778,104,8388.596153846154,12140.455737626438,26568.300961538458,785.4,3711.1,48.82519280205655,0,0,1.0,10684.0,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,0
3767,1,POPLATEK MESICNE,777,152,3992.709210526316,4802.72275185367,38258.03026315789,600.0,47288.5,71.45173745173744,0,1,2.0,4536.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
348,25,POPLATEK MESICNE,777,116,8317.016379310346,9311.016764540567,37584.39051724138,700.0,50560.6,54.52895752895753,0,1,0.0,0.0,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822.0,2218,0
1867,52,POPLATEK MESICNE,777,116,11179.906896551724,12254.885768553693,59059.979310344825,800.0,88055.8,54.52895752895753,0,1,0.0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
2516,6,POPLATEK MESICNE,776,138,6700.396376811594,7326.518235010611,39924.50507246377,300.0,65949.5,64.9542525773196,1,0,1.0,9721.0,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640.0,3120,0
3303,1,POPLATEK MESICNE,775,117,9174.961538461539,10076.707060061031,49163.64273504274,800.0,60511.7,55.14096774193549,0,0,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
933,21,POPLATEK MESICNE,774,125,2460.3064,2576.505459067353,28311.6312,800.0,28504.9,58.9874031007752,0,0,1.0,2584.0,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0
3229,64,POPLATEK MESICNE,774,195,9439.629230769231,12366.09574500188,58604.822051282055,300.0,45277.8,92.02034883720931,1,1,3.0,16491.2,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
1700,64,POPLATEK MESICNE,774,132,9106.881818181817,10039.545323026436,47155.86515151515,900.0,71349.8,62.29069767441861,0,1,1.0,6765.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
2836,42,POPLATEK MESICNE,774,138,7526.614492753623,8398.009216540684,45409.13043478261,1100.0,42530.1,65.12209302325581,0,1,1.0,9472.0,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658.0,1668,1
338,49,POPLATEK MESICNE,774,116,1632.544827586207,1694.078736445671,15723.845689655172,700.0,19061.9,54.74031007751938,0,0,1.0,2252.0,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,0
3148,33,POPLATEK MESICNE,773,137,1646.5518248175183,1684.3296053842464,22493.801459854014,400.0,13788.4,64.73382923673998,0,0,1.0,2478.0,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,0
1357,56,POPLATEK MESICNE,772,137,1549.4321167883213,1585.6355388452803,34656.73138686131,900.0,43678.8,64.81768134715026,0,0,1.0,2290.0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854.0,3158,0
3772,7,POPLATEK MESICNE,772,142,8750.842253521127,9921.535935159942,44200.08732394366,1100.0,64656.1,67.18329015544042,0,0,1.0,7775.0,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289.0,4846,0
486,33,POPLATEK MESICNE,771,121,2795.1347107438014,5937.405180094959,35484.122314049586,900.0,49868.6,57.32198443579767,0,1,0.0,0.0,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,0
1395,1,POPLATEK MESICNE,771,137,2605.629197080292,2734.3001823555323,25249.49416058394,300.0,41277.7,64.90175097276264,0,0,1.0,3432.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
